optimizer,lr,batch_size,hidden_dim,regularization,reg_only_weights,l1_lambda,l2_lambda,weight_decay,valid_acc,test_acc
<class 'torch.optim.adam.Adam'>,0.025,64,300,,,0,0,0,0.3467889908256881,0.378
<class 'torch.optim.adamw.AdamW'>,0.01,64,220,,,0,0,0,0.3467889908256881,0.316
<class 'torch.optim.adamw.AdamW'>,0.05,128,140,,,0,0,0,0.3403669724770642,0.44
<class 'torch.optim.adamw.AdamW'>,0.01,16,200,,,0,0,0,0.3376146788990826,0.38
<class 'torch.optim.adam.Adam'>,0.005,16,110,,,0,0,0,0.336697247706422,0.394
<class 'torch.optim.adamw.AdamW'>,0.005,32,220,,,0,0,0,0.336697247706422,0.39
<class 'torch.optim.adam.Adam'>,0.01,32,190,,,0,0,0,0.3357798165137615,0.39
<class 'torch.optim.adamw.AdamW'>,0.025,64,200,,,0,0,0,0.3330275229357798,0.408
<class 'torch.optim.adam.Adam'>,0.01,16,200,,,0,0,0,0.3330275229357798,0.39
<class 'torch.optim.adamw.AdamW'>,0.025,32,120,,,0,0,0,0.3311926605504587,0.458
<class 'torch.optim.adamw.AdamW'>,0.05,128,80,,,0,0,0,0.3311926605504587,0.448
<class 'torch.optim.adam.Adam'>,0.005,32,210,,,0,0,0,0.3293577981651376,0.404
<class 'torch.optim.adamw.AdamW'>,0.025,32,170,,,0,0,0,0.3293577981651376,0.254
<class 'torch.optim.adam.Adam'>,0.005,32,230,,,0,0,0,0.3284403669724771,0.47
<class 'torch.optim.adamw.AdamW'>,0.01,64,250,,,0,0,0,0.3275229357798165,0.31
<class 'torch.optim.adamw.AdamW'>,0.01,16,180,,,0,0,0,0.3275229357798165,0.31
<class 'torch.optim.adam.Adam'>,0.025,64,110,,,0,0,0,0.3275229357798165,0.434
<class 'torch.optim.adam.Adam'>,0.025,16,120,,,0,0,0,0.326605504587156,0.386
<class 'torch.optim.adam.Adam'>,0.025,64,180,,,0,0,0,0.326605504587156,0.376
<class 'torch.optim.adamw.AdamW'>,0.01,128,100,,,0,0,0,0.326605504587156,0.318
<class 'torch.optim.adam.Adam'>,0.005,32,220,,,0,0,0,0.3247706422018349,0.392
<class 'torch.optim.adamw.AdamW'>,0.025,128,140,,,0,0,0,0.3229357798165138,0.43
<class 'torch.optim.adamw.AdamW'>,0.025,128,160,,,0,0,0,0.3211009174311927,0.378
<class 'torch.optim.adam.Adam'>,0.025,64,240,,,0,0,0,0.3201834862385321,0.404
<class 'torch.optim.adam.Adam'>,0.0025,16,300,,,0,0,0,0.3192660550458716,0.496
<class 'torch.optim.adam.Adam'>,0.025,64,120,,,0,0,0,0.3192660550458716,0.444
<class 'torch.optim.adamw.AdamW'>,0.025,16,80,,,0,0,0,0.3165137614678899,0.418
<class 'torch.optim.adamw.AdamW'>,0.025,64,240,,,0,0,0,0.3155963302752294,0.398
<class 'torch.optim.adam.Adam'>,0.025,64,90,,,0,0,0,0.3155963302752294,0.416
<class 'torch.optim.adamw.AdamW'>,0.05,64,110,,,0,0,0,0.3155963302752294,0.414
<class 'torch.optim.adamw.AdamW'>,0.025,128,170,,,0,0,0,0.3155963302752294,0.324
<class 'torch.optim.adamw.AdamW'>,0.025,32,80,,,0,0,0,0.3137614678899083,0.458
<class 'torch.optim.adamw.AdamW'>,0.025,16,220,,,0,0,0,0.3119266055045872,0.394
<class 'torch.optim.adam.Adam'>,0.025,128,190,,,0,0,0,0.3110091743119266,0.348
<class 'torch.optim.adam.Adam'>,0.025,32,110,,,0,0,0,0.3110091743119266,0.37
<class 'torch.optim.adam.Adam'>,0.025,128,200,,,0,0,0,0.3091743119266055,0.326
<class 'torch.optim.adamw.AdamW'>,0.025,32,180,,,0,0,0,0.3091743119266055,0.196
<class 'torch.optim.adam.Adam'>,0.005,16,300,,,0,0,0,0.3091743119266055,0.372
<class 'torch.optim.adam.Adam'>,0.025,32,100,,,0,0,0,0.3091743119266055,0.402
<class 'torch.optim.adam.Adam'>,0.01,16,150,,,0,0,0,0.30825688073394497,0.368
<class 'torch.optim.adamw.AdamW'>,0.05,64,210,,,0,0,0,0.3073394495412844,0.374
<class 'torch.optim.adam.Adam'>,0.025,64,128,,,0,0,0,0.30642201834862387,0.312
<class 'torch.optim.adamw.AdamW'>,0.025,16,60,,,0,0,0,0.30642201834862387,0.408
<class 'torch.optim.adam.Adam'>,0.025,128,240,,,0,0,0,0.30458715596330277,0.426
<class 'torch.optim.adamw.AdamW'>,0.025,64,120,,,0,0,0,0.30458715596330277,0.258
<class 'torch.optim.adam.Adam'>,0.025,32,180,,,0,0,0,0.30458715596330277,0.372
<class 'torch.optim.adamw.AdamW'>,0.025,128,250,,,0,0,0,0.30458715596330277,0.304
<class 'torch.optim.adamw.AdamW'>,0.025,64,100,,,0,0,0,0.30275229357798167,0.252
<class 'torch.optim.adamw.AdamW'>,0.025,32,100,,,0,0,0,0.3018348623853211,0.388
<class 'torch.optim.adam.Adam'>,0.025,32,240,,,0,0,0,0.3018348623853211,0.436
<class 'torch.optim.adam.Adam'>,0.025,128,250,,,0,0,0,0.3018348623853211,0.38
<class 'torch.optim.adam.Adam'>,0.01,16,170,,,0,0,0,0.30091743119266057,0.406
<class 'torch.optim.adam.Adam'>,0.05,128,80,,,0,0,0,0.3,0.426
<class 'torch.optim.adam.Adam'>,0.025,32,80,,,0,0,0,0.29908256880733947,0.306
<class 'torch.optim.adamw.AdamW'>,0.025,64,300,,,0,0,0,0.29908256880733947,0.44
<class 'torch.optim.adam.Adam'>,0.05,128,150,,,0,0,0,0.29908256880733947,0.228
<class 'torch.optim.adam.Adam'>,0.01,128,100,,,0,0,0,0.2981651376146789,0.258
<class 'torch.optim.adamw.AdamW'>,0.01,32,300,,,0,0,0,0.29724770642201837,0.24
<class 'torch.optim.adamw.AdamW'>,0.05,128,128,,,0,0,0,0.2963302752293578,0.308
<class 'torch.optim.adam.Adam'>,0.05,128,60,,,0,0,0,0.29357798165137616,0.25
<class 'torch.optim.adam.Adam'>,0.025,64,190,,,0,0,0,0.2926605504587156,0.486
<class 'torch.optim.adamw.AdamW'>,0.025,16,100,,,0,0,0,0.2926605504587156,0.272
<class 'torch.optim.adamw.AdamW'>,0.025,128,150,,,0,0,0,0.29174311926605506,0.368
<class 'torch.optim.adam.Adam'>,0.025,64,230,,,0,0,0,0.29174311926605506,0.332
<class 'torch.optim.adam.Adam'>,0.05,64,60,,,0,0,0,0.2908256880733945,0.252
<class 'torch.optim.adamw.AdamW'>,0.025,32,220,,,0,0,0,0.28807339449541286,0.396
<class 'torch.optim.adam.Adam'>,0.025,32,160,,,0,0,0,0.28807339449541286,0.324
<class 'torch.optim.adamw.AdamW'>,0.05,32,240,,,0,0,0,0.2871559633027523,0.366
<class 'torch.optim.adamw.AdamW'>,0.025,32,128,,,0,0,0,0.2871559633027523,0.272
<class 'torch.optim.adamw.AdamW'>,0.01,16,160,,,0,0,0,0.2871559633027523,0.386
<class 'torch.optim.adamw.AdamW'>,0.025,32,70,,,0,0,0,0.2871559633027523,0.258
<class 'torch.optim.adamw.AdamW'>,0.05,128,220,,,0,0,0,0.2871559633027523,0.272
<class 'torch.optim.adam.Adam'>,0.025,16,160,,,0,0,0,0.28623853211009176,0.402
<class 'torch.optim.adamw.AdamW'>,0.05,64,60,,,0,0,0,0.28623853211009176,0.284
<class 'torch.optim.adam.Adam'>,0.025,32,128,,,0,0,0,0.2853211009174312,0.216
<class 'torch.optim.adamw.AdamW'>,0.05,128,210,,,0,0,0,0.2853211009174312,0.33
<class 'torch.optim.adamw.AdamW'>,0.025,16,160,,,0,0,0,0.28440366972477066,0.432
<class 'torch.optim.adamw.AdamW'>,0.01,32,230,,,0,0,0,0.28256880733944956,0.386
<class 'torch.optim.adam.Adam'>,0.025,64,210,,,0,0,0,0.28256880733944956,0.3
<class 'torch.optim.adamw.AdamW'>,0.05,128,170,,,0,0,0,0.281651376146789,0.336
<class 'torch.optim.adam.Adam'>,0.05,64,110,,,0,0,0,0.281651376146789,0.23
<class 'torch.optim.adamw.AdamW'>,0.05,128,180,,,0,0,0,0.28073394495412846,0.32
<class 'torch.optim.adam.Adam'>,0.025,128,180,,,0,0,0,0.2779816513761468,0.264
<class 'torch.optim.adamw.AdamW'>,0.05,128,100,,,0,0,0,0.27706422018348625,0.248
<class 'torch.optim.adamw.AdamW'>,0.01,32,210,,,0,0,0,0.27706422018348625,0.37
<class 'torch.optim.adam.Adam'>,0.05,128,180,,,0,0,0,0.27706422018348625,0.36
<class 'torch.optim.adamw.AdamW'>,0.01,32,220,,,0,0,0,0.2761467889908257,0.384
<class 'torch.optim.adam.Adam'>,0.025,16,80,,,0,0,0,0.2761467889908257,0.304
<class 'torch.optim.adamw.AdamW'>,0.01,16,250,,,0,0,0,0.2761467889908257,0.242
<class 'torch.optim.adamw.AdamW'>,0.025,16,70,,,0,0,0,0.2761467889908257,0.378
<class 'torch.optim.adamw.AdamW'>,0.05,128,250,,,0,0,0,0.2743119266055046,0.296
<class 'torch.optim.adamw.AdamW'>,0.025,64,110,,,0,0,0,0.2743119266055046,0.268
<class 'torch.optim.adam.Adam'>,0.05,64,170,,,0,0,0,0.27339449541284405,0.376
<class 'torch.optim.adamw.AdamW'>,0.05,128,110,,,0,0,0,0.2724770642201835,0.22
<class 'torch.optim.adam.Adam'>,0.025,128,120,,,0,0,0,0.2724770642201835,0.216
<class 'torch.optim.adam.Adam'>,0.05,64,150,,,0,0,0,0.2724770642201835,0.39
<class 'torch.optim.adam.Adam'>,0.025,16,250,,,0,0,0,0.2724770642201835,0.228
<class 'torch.optim.adam.Adam'>,0.025,128,230,,,0,0,0,0.2724770642201835,0.324
<class 'torch.optim.adamw.AdamW'>,0.01,16,170,,,0,0,0,0.27155963302752295,0.254
<class 'torch.optim.adam.Adam'>,0.025,32,300,,,0,0,0,0.27155963302752295,0.326
<class 'torch.optim.adam.Adam'>,0.01,16,210,,,0,0,0,0.27155963302752295,0.39
<class 'torch.optim.adamw.AdamW'>,0.05,128,160,,,0,0,0,0.2706422018348624,0.4
<class 'torch.optim.adam.Adam'>,0.05,128,90,,,0,0,0,0.26880733944954127,0.396
<class 'torch.optim.adamw.AdamW'>,0.025,32,200,,,0,0,0,0.26880733944954127,0.378
<class 'torch.optim.adamw.AdamW'>,0.025,16,190,,,0,0,0,0.26880733944954127,0.266
<class 'torch.optim.adam.Adam'>,0.01,16,240,,,0,0,0,0.26880733944954127,0.386
<class 'torch.optim.adam.Adam'>,0.05,32,80,,,0,0,0,0.26788990825688075,0.286
<class 'torch.optim.adam.Adam'>,0.025,16,110,,,0,0,0,0.26788990825688075,0.35
<class 'torch.optim.adamw.AdamW'>,0.01,32,200,,,0,0,0,0.26697247706422017,0.262
<class 'torch.optim.adam.Adam'>,0.025,32,120,,,0,0,0,0.26697247706422017,0.314
<class 'torch.optim.adamw.AdamW'>,0.025,16,210,,,0,0,0,0.26697247706422017,0.332
<class 'torch.optim.adam.Adam'>,0.01,16,190,,,0,0,0,0.26605504587155965,0.242
<class 'torch.optim.adam.Adam'>,0.01,16,230,,,0,0,0,0.26605504587155965,0.336
<class 'torch.optim.adamw.AdamW'>,0.025,128,210,,,0,0,0,0.26605504587155965,0.368
<class 'torch.optim.adam.Adam'>,0.025,16,128,,,0,0,0,0.26513761467889907,0.342
<class 'torch.optim.adamw.AdamW'>,0.05,128,190,,,0,0,0,0.26513761467889907,0.252
<class 'torch.optim.adamw.AdamW'>,0.05,32,110,,,0,0,0,0.26513761467889907,0.226
<class 'torch.optim.adamw.AdamW'>,0.005,128,250,,,0,0,0,0.26422018348623855,0.196
<class 'torch.optim.adam.Adam'>,0.025,16,90,,,0,0,0,0.26422018348623855,0.338
<class 'torch.optim.adam.Adam'>,0.05,64,210,,,0,0,0,0.26330275229357797,0.244
<class 'torch.optim.adamw.AdamW'>,0.025,128,230,,,0,0,0,0.26238532110091745,0.322
<class 'torch.optim.adamw.AdamW'>,0.05,32,100,,,0,0,0,0.26238532110091745,0.292
<class 'torch.optim.adamw.AdamW'>,0.025,128,240,,,0,0,0,0.26238532110091745,0.24
<class 'torch.optim.adam.Adam'>,0.025,128,128,,,0,0,0,0.26238532110091745,0.192
<class 'torch.optim.adam.Adam'>,0.025,32,190,,,0,0,0,0.26146788990825687,0.202
<class 'torch.optim.adamw.AdamW'>,0.05,64,128,,,0,0,0,0.26146788990825687,0.234
<class 'torch.optim.adam.Adam'>,0.025,32,150,,,0,0,0,0.26055045871559634,0.366
<class 'torch.optim.adamw.AdamW'>,0.05,32,300,,,0,0,0,0.26055045871559634,0.344
<class 'torch.optim.adam.Adam'>,0.025,64,170,,,0,0,0,0.26055045871559634,0.376
<class 'torch.optim.adam.Adam'>,0.025,32,230,,,0,0,0,0.26055045871559634,0.206
<class 'torch.optim.adamw.AdamW'>,0.05,64,200,,,0,0,0,0.25963302752293577,0.23
<class 'torch.optim.adamw.AdamW'>,0.005,16,170,,,0,0,0,0.25963302752293577,0.262
<class 'torch.optim.adam.Adam'>,0.05,64,180,,,0,0,0,0.25871559633027524,0.312
<class 'torch.optim.adamw.AdamW'>,0.05,64,220,,,0,0,0,0.25871559633027524,0.308
<class 'torch.optim.adamw.AdamW'>,0.01,32,250,,,0,0,0,0.25871559633027524,0.31
<class 'torch.optim.adam.Adam'>,0.05,64,140,,,0,0,0,0.25871559633027524,0.22
<class 'torch.optim.adamw.AdamW'>,0.025,128,120,,,0,0,0,0.25871559633027524,0.186
<class 'torch.optim.adamw.AdamW'>,0.05,64,230,,,0,0,0,0.25779816513761467,0.326
<class 'torch.optim.adamw.AdamW'>,0.025,16,90,,,0,0,0,0.25779816513761467,0.346
<class 'torch.optim.adamw.AdamW'>,0.025,64,128,,,0,0,0,0.25596330275229356,0.276
<class 'torch.optim.adam.Adam'>,0.025,16,240,,,0,0,0,0.25596330275229356,0.36
<class 'torch.optim.adamw.AdamW'>,0.025,16,110,,,0,0,0,0.25596330275229356,0.332
<class 'torch.optim.adam.Adam'>,0.01,32,230,,,0,0,0,0.25596330275229356,0.366
<class 'torch.optim.adamw.AdamW'>,0.01,16,210,,,0,0,0,0.25596330275229356,0.3
<class 'torch.optim.adam.Adam'>,0.01,16,220,,,0,0,0,0.25596330275229356,0.192
<class 'torch.optim.adam.Adam'>,0.025,128,300,,,0,0,0,0.25504587155963304,0.364
<class 'torch.optim.adam.Adam'>,0.05,64,70,,,0,0,0,0.25504587155963304,0.318
<class 'torch.optim.adam.Adam'>,0.025,64,200,,,0,0,0,0.25504587155963304,0.18
<class 'torch.optim.adam.Adam'>,0.01,32,220,,,0,0,0,0.25504587155963304,0.276
<class 'torch.optim.adam.Adam'>,0.025,32,220,,,0,0,0,0.25504587155963304,0.356
<class 'torch.optim.adamw.AdamW'>,0.05,128,70,,,0,0,0,0.25504587155963304,0.234
<class 'torch.optim.adam.Adam'>,0.025,32,210,,,0,0,0,0.25412844036697246,0.342
<class 'torch.optim.adam.Adam'>,0.05,64,240,,,0,0,0,0.25412844036697246,0.3
<class 'torch.optim.adamw.AdamW'>,0.025,16,140,,,0,0,0,0.25321100917431194,0.28
<class 'torch.optim.adamw.AdamW'>,0.025,16,300,,,0,0,0,0.25321100917431194,0.196
<class 'torch.optim.adamw.AdamW'>,0.025,16,240,,,0,0,0,0.25229357798165136,0.184
<class 'torch.optim.adam.Adam'>,0.05,64,300,,,0,0,0,0.25229357798165136,0.194
<class 'torch.optim.adamw.AdamW'>,0.025,16,150,,,0,0,0,0.25229357798165136,0.17
<class 'torch.optim.adamw.AdamW'>,0.05,32,150,,,0,0,0,0.25229357798165136,0.196
<class 'torch.optim.adamw.AdamW'>,0.025,128,128,,,0,0,0,0.25229357798165136,0.2
<class 'torch.optim.adam.Adam'>,0.025,128,210,,,0,0,0,0.25137614678899084,0.242
<class 'torch.optim.adam.Adam'>,0.025,16,210,,,0,0,0,0.25045871559633026,0.26
<class 'torch.optim.adam.Adam'>,0.05,32,160,,,0,0,0,0.25045871559633026,0.244
<class 'torch.optim.adam.Adam'>,0.01,16,300,,,0,0,0,0.25045871559633026,0.284
<class 'torch.optim.adam.Adam'>,0.025,32,90,,,0,0,0,0.25045871559633026,0.224
<class 'torch.optim.adam.Adam'>,0.05,128,240,,,0,0,0,0.25045871559633026,0.38
<class 'torch.optim.adam.Adam'>,0.025,16,300,,,0,0,0,0.24954128440366974,0.278
<class 'torch.optim.adam.Adam'>,0.01,64,190,,,0,0,0,0.24954128440366974,0.286
<class 'torch.optim.adam.Adam'>,0.05,128,100,,,0,0,0,0.2486238532110092,0.358
<class 'torch.optim.adam.Adam'>,0.05,64,90,,,0,0,0,0.2486238532110092,0.252
<class 'torch.optim.adamw.AdamW'>,0.05,32,120,,,0,0,0,0.2486238532110092,0.198
<class 'torch.optim.adamw.AdamW'>,0.025,64,190,,,0,0,0,0.24770642201834864,0.272
<class 'torch.optim.adam.Adam'>,0.025,64,140,,,0,0,0,0.2467889908256881,0.222
<class 'torch.optim.adamw.AdamW'>,0.05,32,70,,,0,0,0,0.2467889908256881,0.204
<class 'torch.optim.adamw.AdamW'>,0.01,128,300,,,0,0,0,0.2467889908256881,0.362
<class 'torch.optim.adamw.AdamW'>,0.025,64,230,,,0,0,0,0.24587155963302754,0.218
<class 'torch.optim.adam.Adam'>,0.01,16,180,,,0,0,0,0.24587155963302754,0.168
<class 'torch.optim.adamw.AdamW'>,0.025,128,220,,,0,0,0,0.24587155963302754,0.184
<class 'torch.optim.adamw.AdamW'>,0.025,16,128,,,0,0,0,0.24587155963302754,0.224
<class 'torch.optim.adam.Adam'>,0.01,64,230,,,0,0,0,0.24495412844036699,0.272
<class 'torch.optim.adam.Adam'>,0.025,128,170,,,0,0,0,0.24495412844036699,0.174
<class 'torch.optim.adamw.AdamW'>,0.025,32,250,,,0,0,0,0.24495412844036699,0.286
<class 'torch.optim.adam.Adam'>,0.05,128,300,,,0,0,0,0.24495412844036699,0.262
<class 'torch.optim.adam.Adam'>,0.05,64,250,,,0,0,0,0.24495412844036699,0.316
<class 'torch.optim.adam.Adam'>,0.05,16,200,,,0,0,0,0.24403669724770644,0.18
<class 'torch.optim.adamw.AdamW'>,0.05,16,80,,,0,0,0,0.24403669724770644,0.188
<class 'torch.optim.adam.Adam'>,0.05,16,250,,,0,0,0,0.24403669724770644,0.19
<class 'torch.optim.adam.Adam'>,0.025,64,250,,,0,0,0,0.24403669724770644,0.32
<class 'torch.optim.adam.Adam'>,0.05,32,110,,,0,0,0,0.24403669724770644,0.184
<class 'torch.optim.adamw.AdamW'>,0.025,32,230,,,0,0,0,0.24403669724770644,0.21
<class 'torch.optim.adamw.AdamW'>,0.05,128,300,,,0,0,0,0.24403669724770644,0.366
<class 'torch.optim.adamw.AdamW'>,0.05,64,180,,,0,0,0,0.24311926605504589,0.158
<class 'torch.optim.adam.Adam'>,0.05,128,200,,,0,0,0,0.24311926605504589,0.162
<class 'torch.optim.adamw.AdamW'>,0.025,32,160,,,0,0,0,0.24311926605504589,0.336
<class 'torch.optim.adamw.AdamW'>,0.05,16,190,,,0,0,0,0.24311926605504589,0.184
<class 'torch.optim.adam.Adam'>,0.05,16,90,,,0,0,0,0.24311926605504589,0.188
<class 'torch.optim.adam.Adam'>,0.05,16,70,,,0,0,0,0.24311926605504589,0.188
<class 'torch.optim.adam.Adam'>,0.05,16,240,,,0,0,0,0.24311926605504589,0.184
<class 'torch.optim.adam.Adam'>,0.05,128,160,,,0,0,0,0.24311926605504589,0.36
<class 'torch.optim.adamw.AdamW'>,0.01,16,190,,,0,0,0,0.24220183486238533,0.204
<class 'torch.optim.adam.Adam'>,0.01,32,250,,,0,0,0,0.24220183486238533,0.188
<class 'torch.optim.adam.Adam'>,0.025,128,150,,,0,0,0,0.24220183486238533,0.268
<class 'torch.optim.adamw.AdamW'>,0.05,128,200,,,0,0,0,0.24220183486238533,0.23
<class 'torch.optim.adam.Adam'>,0.025,32,170,,,0,0,0,0.24220183486238533,0.168
<class 'torch.optim.adam.Adam'>,0.05,16,220,,,0,0,0,0.24220183486238533,0.186
<class 'torch.optim.adamw.AdamW'>,0.025,64,210,,,0,0,0,0.24220183486238533,0.188
<class 'torch.optim.adam.Adam'>,0.025,64,220,,,0,0,0,0.24128440366972478,0.302
<class 'torch.optim.adam.Adam'>,0.05,32,100,,,0,0,0,0.24128440366972478,0.272
<class 'torch.optim.adamw.AdamW'>,0.05,32,90,,,0,0,0,0.24036697247706423,0.22
<class 'torch.optim.adamw.AdamW'>,0.05,32,80,,,0,0,0,0.24036697247706423,0.188
<class 'torch.optim.adam.Adam'>,0.025,64,160,,,0,0,0,0.24036697247706423,0.204
<class 'torch.optim.adam.Adam'>,0.05,16,160,,,0,0,0,0.24036697247706423,0.188
<class 'torch.optim.adam.Adam'>,0.05,32,128,,,0,0,0,0.23944954128440368,0.32
<class 'torch.optim.adam.Adam'>,0.05,64,220,,,0,0,0,0.23944954128440368,0.262
<class 'torch.optim.adamw.AdamW'>,0.05,16,220,,,0,0,0,0.23944954128440368,0.184
<class 'torch.optim.adam.Adam'>,0.05,128,210,,,0,0,0,0.23944954128440368,0.22
<class 'torch.optim.adam.Adam'>,0.05,16,190,,,0,0,0,0.23853211009174313,0.184
<class 'torch.optim.adam.Adam'>,0.025,16,220,,,0,0,0,0.23853211009174313,0.194
<class 'torch.optim.adamw.AdamW'>,0.05,64,160,,,0,0,0,0.23853211009174313,0.182
<class 'torch.optim.adam.Adam'>,0.01,16,250,,,0,0,0,0.23761467889908258,0.176
<class 'torch.optim.adamw.AdamW'>,0.05,32,60,,,0,0,0,0.23669724770642203,0.198
<class 'torch.optim.adam.Adam'>,0.05,128,128,,,0,0,0,0.23669724770642203,0.312
<class 'torch.optim.adam.Adam'>,0.05,128,110,,,0,0,0,0.23669724770642203,0.324
<class 'torch.optim.adamw.AdamW'>,0.05,64,80,,,0,0,0,0.23577981651376148,0.294
<class 'torch.optim.adamw.AdamW'>,0.025,64,140,,,0,0,0,0.23577981651376148,0.226
<class 'torch.optim.adam.Adam'>,0.05,32,150,,,0,0,0,0.23577981651376148,0.268
<class 'torch.optim.adam.Adam'>,0.05,128,120,,,0,0,0,0.23577981651376148,0.232
<class 'torch.optim.adamw.AdamW'>,0.025,16,170,,,0,0,0,0.23577981651376148,0.186
<class 'torch.optim.adam.Adam'>,0.05,32,170,,,0,0,0,0.23486238532110093,0.312
<class 'torch.optim.adamw.AdamW'>,0.025,32,300,,,0,0,0,0.23486238532110093,0.232
<class 'torch.optim.adam.Adam'>,0.025,16,100,,,0,0,0,0.23486238532110093,0.224
<class 'torch.optim.adamw.AdamW'>,0.01,64,230,,,0,0,0,0.23486238532110093,0.276
<class 'torch.optim.adamw.AdamW'>,0.025,16,200,,,0,0,0,0.23486238532110093,0.224
<class 'torch.optim.adamw.AdamW'>,0.01,16,300,,,0,0,0,0.23486238532110093,0.292
<class 'torch.optim.adam.Adam'>,0.025,16,180,,,0,0,0,0.23486238532110093,0.274
<class 'torch.optim.adam.Adam'>,0.05,128,170,,,0,0,0,0.23486238532110093,0.19
<class 'torch.optim.adamw.AdamW'>,0.025,32,210,,,0,0,0,0.23394495412844038,0.238
<class 'torch.optim.adamw.AdamW'>,0.05,32,140,,,0,0,0,0.23394495412844038,0.316
<class 'torch.optim.adamw.AdamW'>,0.05,16,300,,,0,0,0,0.23302752293577983,0.238
<class 'torch.optim.adamw.AdamW'>,0.05,32,170,,,0,0,0,0.23119266055045873,0.268
<class 'torch.optim.adam.Adam'>,0.05,128,230,,,0,0,0,0.23027522935779818,0.262
<class 'torch.optim.adamw.AdamW'>,0.025,16,180,,,0,0,0,0.23027522935779818,0.174
<class 'torch.optim.adam.Adam'>,0.025,16,170,,,0,0,0,0.23027522935779818,0.272
<class 'torch.optim.adam.Adam'>,0.025,64,150,,,0,0,0,0.23027522935779818,0.154
<class 'torch.optim.adamw.AdamW'>,0.05,16,128,,,0,0,0,0.22935779816513763,0.204
<class 'torch.optim.adam.Adam'>,0.05,128,250,,,0,0,0,0.22935779816513763,0.276
<class 'torch.optim.adamw.AdamW'>,0.05,16,240,,,0,0,0,0.22935779816513763,0.2
<class 'torch.optim.adam.Adam'>,0.025,32,250,,,0,0,0,0.22935779816513763,0.19
<class 'torch.optim.adamw.AdamW'>,0.05,128,60,,,0,0,0,0.22844036697247708,0.236
<class 'torch.optim.adamw.AdamW'>,0.05,64,250,,,0,0,0,0.22844036697247708,0.26
<class 'torch.optim.adamw.AdamW'>,0.025,16,230,,,0,0,0,0.22844036697247708,0.162
<class 'torch.optim.adam.Adam'>,0.05,64,230,,,0,0,0,0.22752293577981653,0.352
<class 'torch.optim.adam.Adam'>,0.05,64,120,,,0,0,0,0.22660550458715598,0.29
<class 'torch.optim.adam.Adam'>,0.05,64,190,,,0,0,0,0.22660550458715598,0.272
<class 'torch.optim.adamw.AdamW'>,0.025,16,250,,,0,0,0,0.22660550458715598,0.198
<class 'torch.optim.adam.Adam'>,0.05,32,230,,,0,0,0,0.22660550458715598,0.31
<class 'torch.optim.adamw.AdamW'>,0.025,64,220,,,0,0,0,0.22568807339449543,0.188
<class 'torch.optim.adamw.AdamW'>,0.025,64,250,,,0,0,0,0.22568807339449543,0.156
<class 'torch.optim.adamw.AdamW'>,0.05,64,140,,,0,0,0,0.22568807339449543,0.322
<class 'torch.optim.adam.Adam'>,0.025,16,230,,,0,0,0,0.22477064220183487,0.154
<class 'torch.optim.adam.Adam'>,0.05,32,210,,,0,0,0,0.22477064220183487,0.186
<class 'torch.optim.adam.Adam'>,0.025,16,150,,,0,0,0,0.22293577981651377,0.296
<class 'torch.optim.adamw.AdamW'>,0.05,16,210,,,0,0,0,0.22293577981651377,0.168
<class 'torch.optim.adamw.AdamW'>,0.025,16,120,,,0,0,0,0.22293577981651377,0.182
<class 'torch.optim.adamw.AdamW'>,0.05,16,150,,,0,0,0,0.22293577981651377,0.178
<class 'torch.optim.adamw.AdamW'>,0.025,128,300,,,0,0,0,0.22201834862385322,0.28
<class 'torch.optim.adamw.AdamW'>,0.05,64,90,,,0,0,0,0.22201834862385322,0.216
<class 'torch.optim.adamw.AdamW'>,0.05,32,220,,,0,0,0,0.22201834862385322,0.298
<class 'torch.optim.adamw.AdamW'>,0.05,16,250,,,0,0,0,0.22201834862385322,0.136
<class 'torch.optim.adamw.AdamW'>,0.05,128,230,,,0,0,0,0.22110091743119267,0.198
<class 'torch.optim.adamw.AdamW'>,0.05,64,120,,,0,0,0,0.22110091743119267,0.202
<class 'torch.optim.adamw.AdamW'>,0.025,32,150,,,0,0,0,0.22110091743119267,0.218
<class 'torch.optim.adam.Adam'>,0.05,64,160,,,0,0,0,0.22110091743119267,0.328
<class 'torch.optim.adamw.AdamW'>,0.025,128,190,,,0,0,0,0.21926605504587157,0.21
<class 'torch.optim.adam.Adam'>,0.05,128,190,,,0,0,0,0.21834862385321102,0.234
<class 'torch.optim.adam.Adam'>,0.025,16,60,,,0,0,0,0.21834862385321102,0.34
<class 'torch.optim.adamw.AdamW'>,0.05,128,240,,,0,0,0,0.21743119266055047,0.352
<class 'torch.optim.adamw.AdamW'>,0.05,64,100,,,0,0,0,0.21743119266055047,0.168
<class 'torch.optim.adam.Adam'>,0.05,128,140,,,0,0,0,0.21743119266055047,0.346
<class 'torch.optim.adamw.AdamW'>,0.05,64,240,,,0,0,0,0.21651376146788992,0.294
<class 'torch.optim.adam.Adam'>,0.05,32,120,,,0,0,0,0.21651376146788992,0.18
<class 'torch.optim.adam.Adam'>,0.05,64,128,,,0,0,0,0.21651376146788992,0.174
<class 'torch.optim.adamw.AdamW'>,0.01,64,240,,,0,0,0,0.21559633027522937,0.252
<class 'torch.optim.adamw.AdamW'>,0.025,64,160,,,0,0,0,0.21467889908256882,0.24
